Title	Section	Description
Oleander (Nerium oleander L.)	References Used	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
Oleander (Nerium oleander L.)	References Used	http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=a532
Oleander (Nerium oleander L.)	References Used	https://plants.ces.ncsu.edu/plants/all/nerium-oleander/
Oleander (Nerium oleander L.)	References Used	https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/oleander
Philodendron (Philodendron spp.)	Description	"Philodendron plants come in a variety of shapes and sizes depending on the species. Philodendrons commonly have shiny, dark green, deeply lobed leaves that can be several feet long, but that is not true for all species. The popularly cultivated heart leaf philodendron (Philodendron hederaceum) grows as a vine with heart-shaped leaves that are 4-12 inches long depending on the age of the plant and have no lobes."
Philodendron (Philodendron spp.)	Distribution	"Philodendron plants are natively tropical but are popular indoor plants due to their impressive foliage and low maintenance requirements. Some philodendron species may be seen in the in the wild in the southern United States, but it is more commonly encountered as a cultivated plant."
Philodendron (Philodendron spp.)	Conditions of Poisoning	"Poisoning occurs after ingestion. All parts of the plant are poisonous, but the leaves have the greatest concentration of the toxin. Skin irritation can also occur after contact with the sap, but is generally minor."
Philodendron (Philodendron spp.)	Toxic Principle	Calcium oxalates.
Philodendron (Philodendron spp.)	Clinical Signs	"Painful burning sensation accompanied by swelling of the lips, tongue, and throat when ingested. Drooling, vomiting (not in horses), difficulty swallowing or speaking, and diarrhea are also possible symptoms. Death can potentially occur from swelling of the windpipe, but is not commonly seen. Skin irritation can occur from contact with the sap."
Philodendron (Philodendron spp.)	Animals Affected	"Humans, dogs, cats, horses"
Philodendron (Philodendron spp.)	References Used	https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/philodendron-pertusum
Philodendron (Philodendron spp.)	References Used	https://plants.ces.ncsu.edu/plants/all/philodendron-selloum/
Philodendron (Philodendron spp.)	References Used	http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b611
Pigweed (Amaranthus retroflexus L.)	Other common names	"Carelessweed, Redroot, Red-rooted pigweed"
Pigweed (Amaranthus retroflexus L.)	Description	"Pigweed is a stout, rapidly growing annual plant that can reach 3-4 feet tall. The stems are branched and hairy, and can be red to purple in color. The leaves of the plant are alternate, petiolate, ovate to lanceolate, and pointed at the apex. The flowers are light green and grow in dense spikes or panicles approximately 3-8 inches long. The taproot of redroot pigweed is bright red in color, and seeds are black and shiny."
Pigweed (Amaranthus retroflexus L.)	Distribution	"A variety of pigweed species grow throughout North America, with redroot pigweed (Amaranthus retroflexus) being the most common and typical of the genus. It can be found in cultivated and disturbed soils along roadsides and waste areas, and is also common in and around animal enclosures. Prostrate pigweed (A. blitoides), tumble pigweed (A. albus), and Palmer amaranth (A. palmeri) are also frequently seen and have similar characteristics to the redroot pigweed."
Pigweed (Amaranthus retroflexus L.)	Conditions of Poisoning	"Poisoning occurs when the plant is ingested. Pigs and cattle should not be allowed to graze in areas where pigweed is present, and plants should be removed if seen growing in or near animal enclosures."
Pigweed (Amaranthus retroflexus L.)	Control	"The plant spreads and grows quickly from wind-blown seeds, so effort should be taken to remove the plants from the desired areas before flowering and the areas should remain under close observation if mature plants are seen in the vicinity."
Pigweed (Amaranthus retroflexus L.)	Toxic Principle	"Significant quantities of oxalates and nitrates may accumulate in the plant over time, and other currently unknown toxic substances may also be present."
Pigweed (Amaranthus retroflexus L.)	Clinical Signs	"Swelling of and around the kidneys can be caused by oxalates in the plant, if present. Renal tubular nephrosis can occur and has most likely been the cause of death of affected animals in previous cases, and it has been seen even in cases where oxalates were not present implying that there is an unknown compound in the plant that is the cause. Nitrate poisoning can occur if the plant has accumulated nitrates over its lifetime."
Pigweed (Amaranthus retroflexus L.)	Animals Affected	"Pigs, cattle"
Pigweed (Amaranthus retroflexus L.)	References Used	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
Poison Hemlock (Conium maculatum L.)	Description	"Poison hemlock is a coarse biennial herb with a smooth, purple-spotted, hollow stem and leaves like parsley. It grows 3 to 6 feet tall and in late summer has many small white flowers in showy umbels. Its leaves are extremely nauseating when tasted."
Poison Hemlock (Conium maculatum L.)	Description	"Although sometimes confused with water hemlock, poison hemlock can be distinguished by its leaves and its roots. The leaf veins of the poison hemlock run to the tips of the teeth; those of the water hemlock run to the notches between the teeth. The poison hemlock root is long, white, and fleshy. It is usually unbranched and can be easily distinguished from the root of water hemlock, which is made up of several tubers. "
Poison Hemlock (Conium maculatum L.)	Distribution	"Poison hemlock was introduced into North America from Europe, where it is native. It has become well established in all regions except desert. The plants are easily found along roadsides, on the banks of streams, ditches, and canals, and as a weed in fields. It is found in all parts of Illinois. "
Poison Hemlock (Conium maculatum L.)	Conditions of Poisoning	"Animals allowed to graze pastures infested with this plant are most likely to be poisoned in early spring, when tender and succulent new leaves come from the root. Similar regrowth takes place in the early autumn. The root itself seems to be nearly harmless in spring, but later in the year all parts - roots, stem, leaves, and fruit - become extremely poisonous. It was the juice of poison hemlock with which the ancient Greeks killed Socrates. Many cases of human poisoning occur because the hemlock roots are mistaken for parsnips; the leaves, for parsley; and the roots and seeds, for anise. "
Poison Hemlock (Conium maculatum L.)	Control	Poison hemlock should be dug up and completely destroyed because it is dangerous to both animals and humans.
Poison Hemlock (Conium maculatum L.)	Toxic Principle	"Piperidine (nicotinic) alkaloids in Conium include coniceine, coniine, N-methyl coniine, conhydrine, and pseudoconhydrine. The alkaloid content is variable with the stage of development and the stage of reproduction of the plant. During the first year of growth, the plant alkaloid content tends to be low. Plants in the second year, however, have alkaloid contents of approximately 1% in all plant parts. The alkaloid content is somewhat higher after sunny weather, as compared to rainy weather. The highest concentration of alkaloids occur in the seeds which can contaminate cereal grains. Coniine (2-propylpiperidine) and N-methyl coniine progressively increase in flowers and fruits, while coniceine decreases during plant maturation. In the vegetative stage - i.e. early growth - coniceine (W'-2 propylpiperidine) is the predominant alkaloid. Coniceine and coniine are the primary teratogenic alkaloids of Conium."
Poison Hemlock (Conium maculatum L.)	Clinical Signs	"Susceptible species include cattle, pigs, elk, poultry, goats, sheep, and rabbits to some extent. Toxicosis has been experimentally reproduced in sheep and horses as well. Consumption of the plant may also affect the flavor and odor of the milk produced by the poisoned animal."
Poison Hemlock (Conium maculatum L.)	Clinical Signs	"Systemic effects: After having eaten poison hemlock, animals may lose their appetites, salivate excessively, bloat, and have a rapid but feeble pulse. They also show evidence of muscular incoordination and appear to have great abdominal pain. Other signs include muscle tremors, frequent urination and defecation, recumbency, mydriasis, and ""nervousness"" followed by severe depression. In animals that die, breathing ceases due to respiratory paralysis before cardiac arrest. Convulsions, which occur in water-hemlock poisoning, do not follow the eating of poison hemlock."
Poison Hemlock (Conium maculatum L.)	Clinical Signs	"Teratogenic effects: Birth defects due to ingesting poison hemlock occur in (at least) calves and piglets and may include crooked legs (crooked calf disease, arthrogryposis), cleft palate, and kinked tails. Arthrogrypotic skeletal malformations occur in calves when poison hemlock is ingested by pregnant cows between days 40 through 70 of gestation. Similar skeletal lesions occur in pigs between days 40 through 61 of gestation. Cleft palates can occur in piglets if pregnant swine ingest poison hemlock between days 30 through 45 of gestation."
Poison Hemlock (Conium maculatum L.)	Animals Affected	"Humans, cattle, birds, sheep, goats, pigs, horses, dogs, cats"
Poison Hemlock (Conium maculatum L.)	References Used	"Vetter, J.  ""Poison hemlock (Conium maculatum L.)."" Food and Chemical Toxicology. 42 (2004):1373-1382. "
Poison Hemlock (Conium maculatum L.)	References Used	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	Other common names	"(=Rhus toxicodendron L., Rhus radicans L.)"
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	Description	"Poison ivy is a perennial, woody plant that can grow as a climbing vine or as a low upright or trailing shrub. Leaves are split into three leaflets, alternate, glossy, hairless, and may be toothed or lobed. Leaves turn red in the fall. Climbing plants produce aerial roots that grasp the climbing surface, generally the bark of a tree. Flowers are small, greenish-white, and grow in hanging clusters. Fruits are yellowish-white waxy berries."
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	Distribution	"Poison ivy is native throughout the United States and southern Canada, although it is less common on the West Coast where poison oak is more prevalent. It grows in a wide variety of soils and locations including waste areas, woodlands, thickets, roadsides, clearings, and fencerows. "
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	Conditions of Poisoning	"Poison is typically delivered through skin contact with the plant, although indirect contact, such as touching an animal or object that has rubbed against the plant, will also deliver the toxin. All parts of the plant are poisonous, including the berries. Smoke from burning poison ivy can contain the toxin and affect people who are allergic to it."
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	Control	"Plants and root systems should be carefully dug up while using plastic gloves and keeping skin fully covered. Plants should be disposed of in a plastic bag, and should never be burned. Herbicides specifically for poison ivy can be purchased, but may not be cost-effective when dealing with a large infestation. Other pesticides such as glyphosate can be used selectively on poison ivy plants, but care should be used not to spread the pesticide to desired plants. Sheep and goats can eat poison ivy without any known problems, so allowing them to graze in areas infested with poison ivy can also help reduce the presence of the plant."
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	Toxic Principle	"Urushiol, an oily, resinous toxin found in all parts of the plant. Drying does not decrease toxicity."
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	Clinical Signs	"Redness of the skin, irritation, itching, swelling, blisters. Symptoms may be severe."
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	Animals Affected	"Humans. Animals are largely unaffected by poison ivy, so the primary concern is generally secondary contamination from an animal that has rubbed against the plant and is then touched by a person."
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	References Used	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	References Used	https://plants.ces.ncsu.edu/plants/all/toxicodendron-radicans/
Poison Ivy (Toxicodendron radicans (L.) Kuntze)	References Used	http://www.missouribotanicalgarden.org/gardens-gardening/your-garden/help-for-the-home-gardener/advice-tips-resources/pests-and-problems/weeds/poison-ivy.aspx
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Description	"Poke is an erect, branched, smooth herb with coarse, succulent, purplish stems; at maturity it is 3 to 10 feet tall. Its leaves, borne on short stalks, are alternately placed and ovate and are without teeth on their margins. Leaves grow up to about 5 inches long. Poke bears small white flowers on short flower stalks along separate branches at the growing tip of the plant and in the axils of the leaves. Each flower becomes a dark purple berry, flattened and spherical. The berries contain crimson juice and about 10 seeds each."
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Description	"A perennial, poke comes up year after year from an enormous taproot but it is spread only by seed."
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Distribution	"Poke is a herbaceous perennial and is native to North America. Though considered as a weed in Illinois, it is a source of food in some regions of the country. Its habitat ranges from the New England states to Florida and as far west as eastern Nebraska. Poke is frequent in open woods and occurs in waste places, along fence rows, about farmsteads, and in pastures if the soil is especially moist and rich."
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Conditions of Poisoning	"Cattle and sheep are the most susceptible species but poisoning occasionally occurs in horses, goats, and pigs. Animals may feed on poke plants, especially in the spring, when the plants are succulent. Where grass is short, the animals may browse so close as to get the top parts of the poke roots. Unless green herbage is very scarce later in the summer, animals will avoid the tops and berries."
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Control	"Animals should not be grazed in pastures infested with poke, especially in the spring or during dry, hot periods. The most certain way to eliminate poke from wooded pastures, where the plants are likely to be numerous and where it may be difficult or impossible to use chemical weed-killers, is to dig the individual plants out by their roots. As poke is spread only by seed, it is important to destroy the plant before flowering. "
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Toxic Principle	"Saponins, believed to be the primary toxic constituents, are present in the berry juice and other parts."
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Toxic Principle	"Other toxic constituents have also been identified including the alkaloid phytolaccine (in small amounts) and the alkaloid phytolaccotoxin, as well as a glycoprotein."
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Toxic Principle	"If used as food, the water in which it is boiled must be thrown away. "
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Clinical Signs	"The eating of nonfatal quantities of poke, perhaps of the shoots, may cause retching or vomiting after two hours or more. These signs may be followed by dyspnea, perspiration, spasms, severe purging, prostration, tremors, watery diarrhea (often bloody) and, sometimes, convulsions. If a fatal quantity is eaten, perhaps including roots, the above signs are followed by paralysis of the respiratory organs and other narcotic effects, culminating in the death of the poisoned animal."
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Clinical Signs	In Pigs:
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Clinical Signs	"Unsteadiness, inability to rise, retching."
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Clinical Signs	Jerking movements of the legs.
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Clinical Signs	Subnormal temperature.
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Clinical Signs	In Cattle:
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Clinical Signs	Same general signs plus a decrease in milk production. 
Poke or Pokeberry or Pokeweed (Phytolacca americana L.)(= P. decandra L.)	Animals Affected	"Cattle, swine"
Purple Mint (Perilla frutescens)	Description	"Purple mint is an annual herb that is sometimes grown ornamentally or to be used as an ingredient in certain dishes. The plant generally grows to be 1-3 feet tall and is erect and often branching. The stem of the plant is usually a burgundy color (though sometimes green) and hairy, and the leaves are simple, opposite, and are green or purple. The edges of the leaves are coarsely serrated, and the leaves can grow to be up to 5 inches wide and 7 inches long, wider at the base and narrowing towards the tip. The flowers are small and vary in color from white to purple, and grow in clusters on flowering branches of the plant."
Purple Mint (Perilla frutescens)	Distribution	"Purple mint is found in the southeastern to midwestern United States. It can grow as a weed in the wild and can pop up anywhere in a pasture, although it prefers semi-shaded locations such as near buildings, the edges of wooded areas, and near fencerows."
Purple Mint (Perilla frutescens)	Conditions of Poisoning	"All parts of the plant are poisonous, but particularly the flowering branches. Dried plants can still be toxic, but the majority of the risk comes from consuming the plant while fresh, especially if flowers or fruit are present. Poisoning is mainly a concern during the late summer and early fall when the plant is flowering and other grasses and forages may be in short supply. Cattle normally do not feed on purple mint unless other food is not available, so it is important to have a ready supply of quality feed on hand for the animals to eat instead during this time of the year, and grazing in infested pastures should be limited during the flowering period."
Purple Mint (Perilla frutescens)	Control	"Effort should be made to look out for and remove the plant in late spring and early summer. It is difficult to control the plant in late summer and early fall, which is also when it becomes the most dangerous to livestock. Plants should be removed before flowering as the flowers are the most toxic part of the plant and to also prevent seed production and dispersal. Mowing the plants before seeds are produced will help prevent further spread as well. Avoid creating feed from areas infested with purple mint."
Purple Mint (Perilla frutescens)	Toxic Principle	Ketones.
Purple Mint (Perilla frutescens)	Clinical Signs	"Acute pulmonary emphysema, acute respiratory distress syndrome (ARDS), edema, death."
Purple Mint (Perilla frutescens)	Animals Affected	"Cattle, horses, ruminants"
Rhododendron (Rhododendron spp.)	Description	"Rhododendron is a genus of a shrub with about 800 species worldwide. Its ovate evergreen or deciduous leaves are alternate, 1/2 - 8 inches in length depending on variety, with smooth untoothed margins. They are dark green with a glossy upper surface and a dull underside. Large trusses of bell-shaped flowers bloom from spring to early summer. Plants are available with flowers in colors such as white, purple, deep rose, red, yellow, and orange. Rhododendron and the closely related azalea have been hybridized for many uses in gardens and rarely reach above 3-5 feet tall in northern states including Illinois. "
Rhododendron (Rhododendron spp.)	Distribution	"In Illinois, most species found are ornamental types that usually thrive in protected areas of gardens. Tall, wild varieties can reach over 35 feet high, and are found throughout the coastal mountain ranges from New York to Georgia. Designated as West Virginia's state flower, rhododendrons are particularly abundant in the Great Smoky and the Blue Ridge mountains. Species in the Pacific northwest from northern California to British Columbia vary in heights. "
Rhododendron (Rhododendron spp.)	Conditions of Poisoning	"All parts of the plant, but especially the foliage, contain the poison, and consuming two or three leaves may produce severe toxicosis. Sucking flowers free of nectar may produce serious illness. Rhododendrons are more likely to retain green leaves year round than are most other plants, and therefore most cases of poisoning occur in the winter and early spring, when other forage is unavailable. "
Rhododendron (Rhododendron spp.)	Toxic Principle	"All parts of this plant contain toxic resins (andromedotoxins, now commonly referred to as grayanotoxin) with the leaves being the most potent. Grayanotoxin produces gastrointestinal irritation with some hemorrhage, secondary aspiration pneumonia, and sometimes renal tubular damage and mild liver degeneration. "
Rhododendron (Rhododendron spp.)	Clinical Signs	"Clinical signs usually appear within 6 hours of ingestion. Affected animals may experience anorexia, depression, acute digestive upset, hypersalivation, nasal discharge, epiphora, projectile vomiting, frequent defecation, and repeated attempts to swallow. There also may be weakness, incoordination, paralysis of the limbs, stupor, and depression. Aspiration of vomit is common in ruminants and results in dyspnea and often death. Pupillary reflexes may be absent. Coma precedes death. Animals may remain sick for more than 2 days and gradually recover."
Rhododendron (Rhododendron spp.)	Animals Affected	"Dogs, cats, horses, cattle, sheep, goats, humans (from consumption of the plant, rhododendron tea, and/or honey made from rhododendron pollen)."
Rhododendron (Rhododendron spp.)	References Used	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
Rhododendron (Rhododendron spp.)	References Used	https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/rhododendron
Rhododendron (Rhododendron spp.)	References Used	https://csuvth.colostate.edu/poisonous_plants/Plants/Details/111
Rhubarb (Rheum rhaponticum)	Description	"Rhubarb is a perennial herb that is generally kept as a cultivated plant for use as a food item or as an ornamental plant either indoors or in a landscape. The leaves of the plant are large and heart-shaped with a thick, reddish petiole. Flowers are green to white, small, and grow in a dense panicle on the end of a flowering stem. Fruits are winged and reddish-brown when mature. Roots are large and fleshy."
Rhubarb (Rheum rhaponticum)	Distribution	"As a domestic plant, rhubarb is found all across the United States in homes, gardens, farms, and landscapes. Rhubarb is sometimes found in the wild as an escaped plant, and prefers moist, fertile soils."
Rhubarb (Rheum rhaponticum)	Conditions of Poisoning	"The toxin is transmitted through consumption of the leaves of the plant. The leaves are toxic when raw and the leaf blade remains toxic even after cooking and should never be eaten. The leaf stem contains less of the toxin and is generally safe to eat after being cooked, although consuming very large amounts (multiple pounds) of the cooked stems can cause symptoms of poisoning. Cooking the rhubarb with calcium carbonate will also help neutralize the toxin by converting the soluble calcium oxalates to insoluble calcium oxalates."
Rhubarb (Rheum rhaponticum)	Toxic Principle	Soluble calcium oxalates.
Rhubarb (Rheum rhaponticum)	Clinical Signs	"Kidney failure, tremors, salivation, abdominal cramps, burning sensation in mouth and throat, headache, weakness, nausea, vomiting, coma and death if large quantities eaten."
Rhubarb (Rheum rhaponticum)	Animals Affected	"Humans, livestock, dogs, cats, horses"
Rhubarb (Rheum rhaponticum)	References Used	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
Rhubarb (Rheum rhaponticum)	References Used	https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/rhubarb
"Snakeroot, White (Eupatorium rugosum Hout.)"	Other common names	Eupatorium urticaefolium
"Snakeroot, White (Eupatorium rugosum Hout.)"	Description	"White snakeroot is an erect, branched herb usually about 3 feet tall but varying from 1 to 5 feet. It has slender, round stems and branches bearing pointed, oval, oppositely placed leaves. These leaves, 3 to 5 inches long and petioled, are sharply toothed on the margins. Each leaf has 3 main veins that show prominently on the underside. The roots are fibrous, coarse, and shallow. "
"Snakeroot, White (Eupatorium rugosum Hout.)"	Description	Snakeroot with Flowers
"Snakeroot, White (Eupatorium rugosum Hout.)"	Description	"In late summer, numerous small heads of minute white flowers appear at the top of the stem and the ends of the branches. These flower heads, except that they are white, are almost exactly like the flower heads of the familiar ageratum of gardens. Later the flowers are replaced in the heads by small black seeds each with a crown of soft white hairs."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Description	"Because the leaves of white snakeroot resemble those of the nettle, other plants with nettle-like leaves are often mistaken for it. Two such plants are the nettle-leaved sage and the nettle-leaved vervain. Even without flowers or fruit, these plants can be easily distinguished from white snakeroot. The nettle-leaved sage, a rare plant in some southern Illinois counties, has square stems; white snakeroot stems are round. The nettle-leaved vervain, a common weed throughout Illinois, has lance-shaped leaves; white snakeroot leaves are broad at the base but narrow quickly in a wedge-shaped part to the petiole."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Distribution	"White snakeroot is found in woods of all types and along streams in wooded pastures throughout the Midwest. It persists after woods are cut, and often may be found many years after the land has been cleared, although usually in such areas it occurs only as scattered unthrifty plants. In prairie regions, it is not often found except in the woods bordering streams."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Conditions of Poisoning	"An animal may die from eating either a large amount of white snakeroot at one time or small amounts over a long period. The eating of small quantities more or less continuously gives rise to the animal disease known as trembles. It is also the cause of the well-known and much-feared milk sickness of man -- a disease that is contracted from drinking milk or eating milk products from poisoned cows. Milk sickness claimed thousands of lives in the early 1800s, with perhaps the most well-known victim being Abraham Lincoln's mother. Nursing calves and lambs may die from mothers' milk that is contaminated with snakeroot even though the mother animals show no signs of poisoning. Cattle, horses, and sheep are the animals most often poisoned. "
"Snakeroot, White (Eupatorium rugosum Hout.)"	Control	"During the dry period of late summer, animals should not be pastured in woods or fields where there is white snakeroot. If the pasture is known to be infested, animals should be moved out of it within the first few days of July and should not be returned to it until the following year."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Control	"Eradication of white snakeroot is not easy. Chemical weed-killers cannot be used satisfactorily, because they endanger trees and other plants of the pasture. The best way to reduce the number of the plants is to pull them out by the roots and burn them; the best time to do this is in September, when the plants are more easily identified by their white blossoms. If the plants are pulled after a hard rain while the ground is soft, the shallow roots come out readily."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Toxic Principle	"The apparent toxic principle in white snakeroot has been given the trivial name tremetol. It has been described as a fat-soluble, high molecular weight alcohol."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Toxic Principle	"Crude tremetol, was later shown to be separable into a toxic ketone fraction (61%) (tested in goldfish) and a nontoxic sterol fraction (39%). The ketone fraction was later separated into tremetone, dihydrotremetone, and hydroxytremetone. These may all be components of a fragile tremetol molecule."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	White snakeroot can endanger the lives of persons and animals other than those that have actually eaten the plant. Consumption of the plant may also affect the flavor and odor of the milk produced by the poisoned animal.
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	In Cattle and Sheep: 
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	"Although animals that have fed on white snakeroot may be listless and somewhat inactive at first, the first noticeable manifestations of poisoning are loss of weight and trembling following exercise. Trembling is especially marked in the muzzle and legs. As poisoning progresses, cattle lose appetite, become constipated, lose weight, and gradually become weaker until they are not able to stand. Additional signs may include a peculiar odor to the breath and urine, excessive salivation, and quickened, difficult breathing. Later, complete relaxation without tremors and coma are seen, with death following in 2-10 days."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	The clinical signs that are exhibited by poisoned sheep are similar to those shown by cattle. Death may occur in a few days or may be delayed.
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	"In cases of chronic poisoning, post-mortem examination generally reveals extensive degenerative changes in the liver and kidney."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	In Horses:
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	"The onset of clinical signs in white snakeroot poisoned horses is within 2 days to 3 weeks after initial ingestion (usually after at least several days of ingestion). The major effects are related to congestive heart failure. Tremors are inconsistently observed in horses with white snakeroot poisoning. Horses may stand with legs wide apart. Sweating may be evident especially between rear legs, and stumbling in the rear legs may be noted when horses are turned. Severe depression, bloody urine, and/or choking may also occur. Sometimes swelling is present in the lower neck area, near the thoracic inlet. They may exhibit a jugular pulse and a rapid heart rate. Changes in electrocardiogram include increased heart rate, ST elevation, and variable QRS complexes, and ventricular premature beats. Cardiac arrhythmias are often present."
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	In Guinea Pigs:
"Snakeroot, White (Eupatorium rugosum Hout.)"	Clinical Signs	"The refusal to eat by the animal is the first sign, followed by listlessness and crouching with half-closed eyes. The hair becomes rough. Muscular tremors may not be noticeable, but complete lack of muscular coordination and stupor precede death. (White snakeroot poisoning, by R. Graham and V.M. Michael. Circular #436, University of Illinois College of Agriculture,1935.)"
"Snakeroot, White (Eupatorium rugosum Hout.)"	Animals Affected	"Cattle, sheep, horses, guinea pigs"
"Snakeroot, White (Eupatorium rugosum Hout.)"	References Used	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
St. John's Wort (Hypericum perforatum L.)	Description	"St. John's Wort is an herbaceous perennial that is erect and grows up to 3 feet tall. It has many opposite branches and an extensive rhizomatous root system. The leaves are opposite, elliptic to oblong, and may have tiny, dot-like translucent or black glands. The flowers are bright yellow, star-shaped with five petals that have black dots on the margins, and have many stamens."
St. John's Wort (Hypericum perforatum L.)	Distribution	"St. John's Wort is found as a weed throughout most of North America, but it is particularly common in the northwest. It grows in dry, disturbed soils such as roadsides, fields, and waste spaces. It is also intentionally cultivated for use as an herbal medicine to treat depression, anxiety, and insomnia."
St. John's Wort (Hypericum perforatum L.)	Conditions of Poisoning	"Poisoning occurs after the plant is ingested and the animal is exposed to sunlight. Drying does not inactivate the toxin, so ingesting hay made from St. John's Wort can also produce symptoms. The young plants are as poisonous as the mature plants and seem to be more palatable to livestock. The amount of toxin present in the plant is dependent on the growing conditions of the plant and can vary."
St. John's Wort (Hypericum perforatum L.)	Control	"Animals should not be allowed to graze in areas where St. John's Wort is present, particularly animals with light skin or which lack a heavy layer of fur that will block sunlight."
St. John's Wort (Hypericum perforatum L.)	Toxic Principle	"Hypericin, which is a photoreactive pigment contained in the glands found on the leaves and flowers. The highest concentration of hypericin is found in the black glands, while the transparent glands contain protohypericin. Poisoning in cattle occurs after consuming about 1% of their body weight, while sheep must eat about 4% of their body weight to develop symptoms. "
St. John's Wort (Hypericum perforatum L.)	Clinical Signs	"Photosensitization, skin reddening, swelling, ulcers, sloughing of skin. Symptoms only develop when the poisoned animal is exposed to sunlight, and are generally limited to areas of the animal that are lightly pigmented or do not have thick fur to block sunlight."
St. John's Wort (Hypericum perforatum L.)	Animals Affected	"Humans, cattle, sheep, horses, cats, dogs"
St. John's Wort (Hypericum perforatum L.)	References Used	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
St. John's Wort (Hypericum perforatum L.)	References Used	https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/st-johns-wort
St. John's Wort (Hypericum perforatum L.)	References Used	http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=e198
St. John's Wort (Hypericum perforatum L.)	References Used	https://csuvth.colostate.edu/poisonous_plants/Plants/Details/43
