"Keywords"	"Section"	"Description"
"Snakeroot, White"	"Toxic_Principle"	"The apparent toxic principle in white snakeroot has been given the trivial name tremetol. It has been described as a fat-soluble, high molecular weight alcohol.
Crude tremetol, was later shown to be separable into a toxic ketone fraction (61%) (tested in goldfish) and a nontoxic sterol fraction (39%). The ketone fraction was later separated into tremetone, dihydrotremetone, and hydroxytremetone. These may all be components of a fragile tremetol molecule."
"Snakeroot, White"	"Conditions_of_Poisoning"	"An animal may die from eating either a large amount of white snakeroot at one time or small amounts over a long period. The eating of small quantities more or less continuously gives rise to the animal disease known as trembles. It is also the cause of the well-known and much-feared milk sickness of man -- a disease that is contracted from drinking milk or eating milk products from poisoned cows. Milk sickness claimed thousands of lives in the early 1800s, with perhaps the most well-known victim being Abraham Lincoln's mother. Nursing calves and lambs may die from mothers' milk that is contaminated with snakeroot even though the mother animals show no signs of poisoning. Cattle, horses, and sheep are the animals most often poisoned. "
"Snakeroot, White"	"Control"	"During the dry period of late summer, animals should not be pastured in woods or fields where there is white snakeroot. If the pasture is known to be infested, animals should be moved out of it within the first few days of July and should not be returned to it until the following year.
Eradication of white snakeroot is not easy. Chemical weed-killers cannot be used satisfactorily, because they endanger trees and other plants of the pasture. The best way to reduce the number of the plants is to pull them out by the roots and burn them; the best time to do this is in September, when the plants are more easily identified by their white blossoms. If the plants are pulled after a hard rain while the ground is soft, the shallow roots come out readily."
"Snakeroot, White"	"Animals_Affected"	"Cattle, sheep, horses, guinea pigs"
"Snakeroot, White"	"Distribution"	"White snakeroot is found in woods of all types and along streams in wooded pastures throughout the Midwest. It persists after woods are cut, and often may be found many years after the land has been cleared, although usually in such areas it occurs only as scattered unthrifty plants. In prairie regions, it is not often found except in the woods bordering streams."
"Snakeroot, White"	"state"	""
"Snakeroot, White"	"References_Used"	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia."
"Solitary Bees"	"Class"	"Bugs"
"Solitary Bees"	"Category"	"Bees"
"Solitary Bees"	"Clinical_Signs"	"A solitary bee sting is a rare occurrence that results in a mild, localized reaction, most often described as a \pinch\. Only female solitary bees possess a stinger, and unlike honeybees, they are not aggressive and have no hive or honey to defend, so they only sting if trapped or handled roughly. For most people, a solitary bee sting is far less painful than a honeybee sting and may leave a small, temporary welt with slight redness and itching. In many cases, the stinger is too weak to penetrate human skin. However, some smaller species, like certain ground-nesting bees, may produce a more noticeable sting. While the sting is not life-threatening for most people, those with a bee venom allergy could still have a severe reaction."
"Sonoran Desert Sidewinder"	"Class"	"Animals"
"Sonoran Desert Sidewinder"	"Category"	"Snake"
"Sonoran Desert Sidewinder"	"Scientific_name"	"Crotalus cerastes cercobombus"
"Sonoran Desert Sidewinder"	"Size"	"The average size of a mature Sonoran Desert Sidewinder is 1.5 - 2 feet, with some getting as large as 2.5 feet in length."
"Sonoran Desert Sidewinder"	"Description"	"The Sonoran Desert Sidewinder looks as if it has horns over its eyes and is sometimes called the horned rattlesnake. These horns are actually upturned scales, and are not truly horns. The body is typically a sandy tan, gray, or cream color and is patterned with dark blotches of brown or grey on the back and sides. There is a dark cheek-stripe on both sides of the head that starts at the eye and runs diagonally down and backwards above the mouthline. The tail often has a few to several rings. The end of the tail has a rattle on it.
The Sidewinder gets its name from the unique sidewinding motion it uses to move. The sidewinding motion is used to move across loose sand without slipping. The sidewinder leaves a series of J marks in the sand.
The Sonoran Desert Sidewinder has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head."
"Sonoran Desert Sidewinder"	"Distribution"	"In the United States, the Sonoran Desert Sidewinder is found only in Arizona."
"Sonoran Desert Sidewinder"	"state"	"Arizona"
"Southern Black Widow"	"Class"	"Bugs"
"Southern Black Widow"	"Category"	"Spider"
"Southern Black Widow"	"Scientific_name"	"Latrodectus mactans"
"Southern Black Widow"	"Size"	"The average size of mature, female Southern Black Widow spiders is approximately .5 inch, with a leg span of 1.5 to 2 inches. Mature, male Southern Black Widow spiders are much smaller - approximately 1/3 the size of the female."
"Southern Black Widow"	"Description"	"Southern Black Widow spiders are a glossy jet-black, with a bright-red hourglass marking on the underside of their abdomen. They generally have a red dot on the very back end of the abdomen, just above the spinnerets as well. The hourglass of the Southern Black Widow is typically complete; with the bottom half (farthest from the head) having more rounded or squared corners, making the hourglass similar to an anvil in appearance.
In addition to the typical hourglass marking on the underside of their abdomen, immature Black Widow spiders can vary greatly in the way they are marked on the top of their back. Typically they have red or white spots running down the middle of their back. Sometimes they will also have red and white markings patterned down the sides of the abdomen."
"Southern Black Widow"	"Distribution"	"The Southern Black Widow is found throughout the eastern United States, being most common in the southeast states. Outside of the United States, the Southern Black Widow is found in eastern Mexico and the West Indies."
"Southern Black Widow"	"Notes"	"As with all widow spiders, only the female of the species is considered dangerous. The much smaller male is considered harmless. Southern Black Widow spiders are nocturnal, which means they are active during the nighttime. They spend most of their time hanging \upside down\ in their web, which often makes the hourglass marking immediately visible.
Southern Black Widow spiders are typically not aggressive, and bite as a defensive measure when they are attacked or feel threatened. They will often retreat into hiding, but are more protective of their web when there are egg sacs present.
As can be seen in the photo below, the egg sac of the Southern Black Widow is grayish-tan colored, and round."
"Southern Black Widow"	"state"	"Alabama,Arkansas,Florida,Georgia,Hawaii,Kentucky,Louisiana,Maryland,Mississippi,Missouri,North Carolina,Ohio,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,Virginia,West Virginia"
"Southern Copperhead"	"Class"	"Animals"
"Southern Copperhead"	"Category"	"Snake"
"Southern Copperhead"	"Scientific_name"	"Agkistrodon contortrix contortrix"
"Southern Copperhead"	"Size"	"The average size of a mature Southern Copperhead is 2.5 - 3 feet in length. Some reach up to 4 feet in length, with a record length of 53 inches. The Southern Copperhead is generally larger than the other Copperhead subspecies."
"Southern Copperhead"	"Description"	"The Copperhead gets it name from the copper-red color of the top of its head, similar to the color of a penny. The body of the Southern Copperhead is generally a light tan to pinkish-tan, with dark brown to reddish-brown bands. These bands are hourglass shaped, being obviously thinner across the spine and wider on the sides of the snake. The two halves of the hourglass often do not touch each other on the Southern Copperhead, which gives the appearance of dark brown or reddish-brown triangles on each side of the Southern Copperhead, rather than the complete hourglass. The inside of the hourglass pattern is usually lighter on the sides of the body. There may sometimes be one or two darker brown marks between the bands on the back of the body, and one inside the bands on the sides of the body. These spots are not as obvious as the banding, and are many times fainter in color or non-existent.
Young Southern Copperheads are patterned like mature Southern Copperheads, but are often grayer in color, and the tip of the tail on young Southern Copperheads is yellow. The yellow tail is used to attract food. It is wiggled in a motion imitating a worm or caterpillar, which attract frogs, lizards, or other prey that the young Southern Copperhead eats.
The Southern Copperhead has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Southern Copperhead has a large, triangular head that is wider than the neck when viewed from above."
"Southern Copperhead"	"Distribution"	"In the United States, the Southern Copperhead is found in the southeastern states. These include Alabama, Arkansas, Florida, Georgia, Illinois, Kentucky, Louisiana, Mississippi, Missouri, North Carolina, Oklahoma, South Carolina, Tennessee, and Texas."
"Southern Copperhead"	"Notes"	"When the Southern Copperhead is disturbed or feels threatened, it will often coil up its body, and raise its head at a 45-degree angle from the ground in a defensive posture. It will often vibrate its tail when disturbed as well.
The Southern Copperhead is born with the ability to bite and inject venom, and is fully capable of inflicting a venomous bite from birth."
"Southern Copperhead"	"state"	"Alabama,Arkansas,Florida,Georgia,Illinois,Kentucky,Louisiana,Mississippi,Missouri,North Carolina,Oklahoma,South Carolina,Tennessee,Texas"
"Southern Pacific Rattlesnake"	"Class"	"Animals"
"Southern Pacific Rattlesnake"	"Category"	"Snake"
"Southern Pacific Rattlesnake"	"Scientific_name"	"Crotalus oreganus helleri"
"Southern Pacific Rattlesnake"	"Distribution"	"In the United States, the Southern Pacific Rattlesnake is found only in California."
"Southern Pacific Rattlesnake"	"state"	"California"
"Southwestern Speckled Rattlesnake"	"Class"	"Animals"
"Southwestern Speckled Rattlesnake"	"Category"	"Snake"
"Southwestern Speckled Rattlesnake"	"Scientific_name"	"Crotalus mitchellii pyrrhus"
"Southwestern Speckled Rattlesnake"	"Distribution"	"In the United States, the Southwestern Speckled Rattlesnake is found in Arizona, California, Nevada, and Utah."
"Southwestern Speckled Rattlesnake"	"state"	"Arizona,California,Nevada,Utah"
"St John's Wort"	"Class"	"Plants"
"St John's Wort"	"Category"	"Plants"
"St John's Wort"	"Scientific_name"	"Hypericum perforatum"
"St John's Wort"	"Description"	"St. John's Wort is an herbaceous perennial that is erect and grows up to 3 feet tall. It has many opposite branches and an extensive rhizomatous root system. The leaves are opposite, elliptic to oblong, and may have tiny, dot-like translucent or black glands. The flowers are bright yellow, star-shaped with five petals that have black dots on the margins, and have many stamens."
"St John's Wort"	"Clinical_Signs"	"Photosensitization, skin reddening, swelling, ulcers, sloughing of skin. Symptoms only develop when the poisoned animal is exposed to sunlight, and are generally limited to areas of the animal that are lightly pigmented or do not have thick fur to block sunlight."
"St John's Wort"	"Toxic_Principle"	"Hypericin, which is a photoreactive pigment contained in the glands found on the leaves and flowers. The highest concentration of hypericin is found in the black glands, while the transparent glands contain protohypericin. Poisoning in cattle occurs after consuming about 1% of their body weight, while sheep must eat about 4% of their body weight to develop symptoms. "
"St John's Wort"	"Conditions_of_Poisoning"	"Poisoning occurs after the plant is ingested and the animal is exposed to sunlight. Drying does not inactivate the toxin, so ingesting hay made from St. John's Wort can also produce symptoms. The young plants are as poisonous as the mature plants and seem to be more palatable to livestock. The amount of toxin present in the plant is dependent on the growing conditions of the plant and can vary."
"St John's Wort"	"Control"	"Animals should not be allowed to graze in areas where St. John's Wort is present, particularly animals with light skin or which lack a heavy layer of fur that will block sunlight."
"St John's Wort"	"Animals_Affected"	"Humans, cattle, sheep, horses, cats, dogs"
"St John's Wort"	"Distribution"	"St. John's Wort is found as a weed throughout most of North America, but it is particularly common in the northwest. It grows in dry, disturbed soils such as roadsides, fields, and waste spaces. It is also intentionally cultivated for use as an herbal medicine to treat depression, anxiety, and insomnia."
"St John's Wort"	"state"	""
"St John's Wort"	"References_Used"	"Knight, A. P., & Walter, R. G. (2001). A guide to plant poisoning of animals in North America. Jackson, Wyo.: Teton NewMedia.
https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/st-johns-wort
http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=e198
https://csuvth.colostate.edu/poisonous_plants/Plants/Details/43"
"Stripebacked Scorpion"	"Class"	"Bugs"
"Stripebacked Scorpion"	"Category"	"Scorpion"
"Stripebacked Scorpion"	"Scientific_name"	"Centruroides vittatus"
"Stripebacked Scorpion"	"Size"	"The average length of mature Bark Scorpions is 1.5 inches."
"Stripebacked Scorpion"	"Description"	"The Arizona Bark Scorpion is typically a golden-yellow color or very light brown.. It has a slender tail and pincers."
"Stripebacked Scorpion"	"Distribution"	"In the United States, the Arizona Bark Scorpion is found in Arizona, California, Nevada, New Mexico and Utah. Outside of the United States, it is found in Northwestern Mexico."
"Stripebacked Scorpion"	"Notes"	"This species has a very painful sting. Although once an extremely feared scorpion that's sting was considered lethal, research suggests that this species probably poses no serious threat to a healthy adult. The sting of this species is, however, considered to be medically significant and can be dangerous and potentially lethal to children or the elderly."
"Stripebacked Scorpion"	"state"	"All,All"
"Tarantulas"	"Class"	"Bugs"
"Tarantulas"	"Category"	"Spider"
"Tarantulas"	"Clinical_Signs"	"Look of bite: two cut mark and red and puffy
Feeling of bite: a lot like a bee sting, with pain in the area of the bite. It will look like a bee sting, too, with redness and some swelling. Because the tarantula's venom (poison) is weak, it's unusual to have more severe reactions involving other parts of the body
Death"
"Tarantulas"	"Treatment"	"Cure: But the pain can be managed with cool compresses (such as ice packs) and over-the-counter pain relievers (such as acetaminophen or ibuprofen). People bitten by tarantulas should check with their healthcare provider to see if their tetanus immunization is up-to-date."
"Texas Coral Snake"	"Class"	"Animals"
"Texas Coral Snake"	"Category"	"Snake"
"Texas Coral Snake"	"Scientific_name"	"Micrurus tener"
"Texas Coral Snake"	"Size"	"The average size of mature Texas Coral Snakes is 2 to 3 feet in length. They can grow much larger, with a current record of 47.75 inches, but that is rare."
"Texas Coral Snake"	"Description"	"Texas Coral Snakes are colorful snakes. They have rings of black, yellow, and red around their bodies. The yellow rings are very thin compared to the black and red rings. The red rings of Texas Coral Snakes typically have scattered black speckles in them. The last several inches of the tail of the Texas Coral Snake contains several rings of black and yellow, without the red rings. Several other snakes are colored similarly, with black, yellow, and red rings, but there is a phrase to help identify coral snakes from these other look-alikes:
Red touches yellow - kill a fellow
Red touches black - venom lack
There are several different versions of this simple rhyme, but the key to it is - if the red and yellow bands touch, it's probably a coral snake. Another quick identifying feature is that the coral snake's head or nose is typically black. There are exceptions to this rule, but if the nose is black, it's probably a coral snake. If you are unsure what kind of snake it is, leave it alone.
Like all coral snakes, Texas Coral Snakes have small, fixed fangs in the front of their mouth. They do not have hinged fangs like the pit vipers."
"Texas Coral Snake"	"Distribution"	"In the United States, the Texas Coral Snake is found in Arkansas, Louisiana, and Texas."
"Texas Coral Snake"	"Notes"	"Texas Coral Snakes are secretive and shy snakes that are rarely seen. When they are disturbed or feel threatened, they will often hide their head under their body, coil the end of their tail tightly and then raise their tail and move it in the air in an attempt to fool an attacker into thinking the tail is actually the head.
Texas Coral Snakes are highly venomous snakes, but bites are relatively rare. Most bites occur when a snake is stepped on, or when someone attempts to handle a Texas Coral Snake. Some say that the mouth of Texas Coral Snakes are so small that they can only bite fingers or loose folds of skin - this is simply not true."
"Texas Coral Snake"	"state"	"Arkansas,Louisiana,Texas"
"Texas Recluse"	"Class"	"Bugs"
"Texas Recluse"	"Category"	"Spider"
"Texas Recluse"	"Scientific_name"	"Loxosceles devia"
"Texas Recluse"	"Size"	"The average size of mature Texas Recluse spiders is approximately 1/3 of an inch, with a leg span of 1 to 1.5 inches. Male and female are similar in size."
"Texas Recluse"	"Description"	"Texas Recluse spiders are generally yellowish-brown to tan in color. The typical violin shaped marking of the recluse spiders is not apparent on the Texas Recluse. The abdomen is a uniform color, with no markings on it.
Texas Recluse spiders, and the other related recluse spiders, have six eyes arranged in three pairs of two. This is a rather unique feature, as most spiders have eight eyes. A magnified view of the eyes can be seen in a photo below."
"Texas Recluse"	"Distribution"	"The Texas Recluse is found in Texas. Outside of the United States, the Texas Recluse is found in Mexico."
"Texas Recluse"	"Notes"	"The Texas Recluse is assumed to have a necrotic bite like that of other recluse spiders, though little is actually known about its venom. A necrotic bite causes severe damage to the skin and surrounding tissue, resulting in a large open sore, called a necrotic lesion, that takes a long time to heal.
Often the Recluse spiders are called Violin Spiders or Fiddleback Spiders, because of the characteristic violin marking. Not all recluse spiders have the Violin marking, such as the Texas Recluse which lacks the violin. Recluse spiders are also called Brown Spiders in some areas.
Magnified eyes of a recluse spider. Note there are only six eyes, arranged in three pairs. Most spiders have eight eyes."
"Texas Recluse"	"state"	"Texas"
"Textile Cone"	"Class"	"Animals"
"Textile Cone"	"Category"	"Snail"
"Textile Cone"	"Clinical_Signs"	"initial sharp pain, burning, or numbness at the sting site, followed by potential swelling and skin discoloration"
"Textile Cone"	"Treatment"	"Call for help, remain calm, apply a pressure immobilization bandage, clean the wound, keep the person still, and do not attempt home remedies."
"Textile Cone"	"Notes"	"Very Very Deadly"
"Tiger Rattlesnake"	"Class"	"Animals"
"Tiger Rattlesnake"	"Category"	"Snake"
"Tiger Rattlesnake"	"Scientific_name"	"Crotalus tigris"
"Tiger Rattlesnake"	"Size"	"The average size of a mature Tiger Rattlesnake is 1.5 - 2.5 feet in length, with some getting as large as 3 feet."
"Tiger Rattlesnake"	"Description"	"The Tiger Rattlesnake is a relatively small snake. The body of the snake is brown, grey, or sometimes pinkish-grey. The snake is marked by many grey or brown crossbands. These crossbands are made up of many poorly defined dots. The end of the tail has a rattle on it.
The Tiger Rattlesnake has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The head of the Tiger Rattlesnake is triangular and slightly larger than the body."
"Tiger Rattlesnake"	"Distribution"	"In the United States, the Tiger Rattlesnake is found only in Arizona"
"Tiger Rattlesnake"	"state"	"Arizona"
"Timber Rattlesnake"	"Class"	"Animals"
"Timber Rattlesnake"	"Category"	"Snake"
"Timber Rattlesnake"	"Scientific_name"	"Crotalus horridus"
"Timber Rattlesnake"	"Size"	"The average size of a mature Timber Rattlesnake is 3 - 5 feet in length, with some getting as large as 6 feet."
"Timber Rattlesnake"	"Description"	"The Timber Rattlesnake is a heavy, thick-bodied snake. The body of the snake can vary greatly in color. Timber Rattlesnakes were once categorized by scientists as two different subspecies, but have since been grouped as a single species.
Northern Timber Rattlesnakes, generally called Timber Rattlesnakes, are typically a yellowish-brown or grey. The head has no markings on it and is simply the color of the body. On the front of the body there are dark black blotches on the back and sides of the Timber Rattlesnake. About a third of the body down from the head, the dark blotches start to touch and form bands across the back of the Timber Rattlesnake.
Southern Timber Rattlesnakes, generally called Canebrake Rattlesnakes, are typically yellowish, pinkish-grey, brown, or grey. A reddish-brown or rust colored stripe runs along the spine. The back is banded with black chevron shaped bands that appear to cover the reddish-brown stripe. There is sometimes, but not always, a dark stipe on both sides of the head that starts at the eye and runs diagonally down and backwards to the jaw.
On both the Northern and Southern Timber Rattlesnakes, the tail is completely black and ends with rattle on it.
The Timber Rattlesnake has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Timber Rattlesnake has a large, triangular head that is wider than the neck when viewed from above."
"Timber Rattlesnake"	"Distribution"	"In the United States, the Timber Rattlesnake is found in almost every eastern state, although it is a protected species in most areas."
"Timber Rattlesnake"	"state"	"Alabama,Arkansas,Connecticut,Florida,Georgia,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Minnesota,Mississippi,Missouri,Nebraska,New Hampshire,New Jersey,New York,North Carolina,Ohio,Oklahoma,Pennsylvania,South Carolina,Tennessee,Texas,Vermont,Virginia,West Virginia,Wisconsin"
"Trans Pecos Copperhead"	"Class"	"Animals"
"Trans Pecos Copperhead"	"Category"	"Snake"
"Trans Pecos Copperhead"	"Scientific_name"	"Agkistrodon contortrix pictigaster"
"Trans Pecos Copperhead"	"Size"	"The average size of a mature Trans-Pecos Copperhead is 2 - 3 feet in length. It is one of the smaller Copperhead subspecies."
"Trans Pecos Copperhead"	"Description"	"The Copperhead gets it name from the copper-red color of the top of its head, similar to the color of a penny. The body of the Trans-Pecos Copperhead is generally a light tan to reddish-tan, with dark brown to reddish-brown bands. These bands are wider than the light space between them, hence the name. The bands also are not always thinner across the spine as they are in other Copperhead subspecies. The bands of the Trans-Pecos Copperhead are typically darker near the edges. The bands sometimes contain a few small, dark spots. The Trans-Pecos Copperhead usually has a lighter patch of color at the base of each band, and has a strongly patterned belly.
Young Trans-Pecos Copperheads are patterned like mature Trans-Pecos Copperheads, but are often grayer in color, and the tip of the tail on young Trans-Pecos Copperheads is greenish-yellow. The Greenish-yellow tail is used to attract food. It is wiggled in a motion imitating a worm or caterpillar, which attract frogs, lizards, or other prey that the young Trans-Pecos Copperhead eats. The tip of the tails of mature Trans-Pecos Copperheads tend to retain a slightly greenish color.
The Trans-Pecos Copperhead has elliptical pupils that look like cat's eyes and like all pit vipers, has a heat-sensing pit between the nostril and eye on each side of its head. The Trans-Pecos Copperhead has a large, triangular head that is wider than the neck when viewed from above."
"Trans Pecos Copperhead"	"Distribution"	"In the United States, the Trans-Pecos Copperhead is found only in Texas."
"Trans Pecos Copperhead"	"Notes"	"When the Trans-Pecos Copperhead is disturbed or feels threatened, it will often coil up its body, and raise its head at a 45-degree angle from the ground in a defensive posture. It will often vibrate its tail when disturbed as well.
The Trans-Pecos Copperhead is born with the ability to bite and inject venom, and is fully capable of inflicting a venomous bite from birth."
"Trans Pecos Copperhead"	"state"	"Texas"
"Tucson Recluse"	"Class"	"Bugs"
"Tucson Recluse"	"Category"	"Spider"
"Tucson Recluse"	"Scientific_name"	"Loxosceles sabina"
"Tucson Recluse"	"state"	"Arizona"
"Tulip"	"Class"	"Plants"
"Tulip"	"Category"	"Plants"
"Tulip"	"Scientific_name"	"Tulipa"
"Tulip"	"Description"	"Tulips are a popular spring ornamental that are often grown as an indoor or garden plant. The leaves of the plant are long, narrow, and alternate. The flowers often grow singularly and have six tepals that can be any of a wide range of colors except for true blue. The tepals often grow in the shape of a cup, although bowl, goblet, and star shapes also exist, and the edges of the tepals may have ruffles or fringe. The plant grows from a papery, teardrop-shaped bulb that resembles and is sometimes mistaken for an onion."
"Tulip"	"Clinical_Signs"	"Vomiting, hypersalivation, depression, diarrhea, stomach pains. Skin irritation is characterized by tingling, redness, and blisters that may spread beyond the point of contact, but effects are usually mild and brief."
"Tulip"	"Toxic_Principle"	"Tulipalin A and B."
"Tulip"	"Conditions_of_Poisoning"	"Poisoning can occur after consumption of the flowers, stem, or bulb of the plant, although the bulb has the highest concentration of the toxin. Skin contact can sometimes cause irritation, although effects are usually quite mild."
"Tulip"	"Animals_Affected"	"Humans, dogs, cats, horses"
"Tulip"	"Distribution"	"Tulips can be found as cultivated plants across North America, but the plants can occasionally be found naturalized in the wild as well. Tulipa sylvestris can sometimes be found in fields, waste areas, and roadsides in the northeastern portion of the United States, and Tulipa clusiana has been seen in the southwestern United States in California."
"Tulip"	"state"	"California"
"Tulip"	"References_Used"	"Burrows, George E., & Tyrl, Ronald J. (2013). Toxic plants of North America. Hoboken: Wiley-Blackwell.
https://plants.ces.ncsu.edu/plants/all/tulipa-spp/
http://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=c252
https://www.aspca.org/pet-care/animal-poison-control/toxic-and-non-toxic-plants/tulip"
"Tulip Cone"	"Class"	"Animals"
"Tulip Cone"	"Category"	"Snail"
"Tulip Cone"	"Clinical_Signs"	"an intense, localized sting to severe, life-threatening paralysis. Respiratory distress, heart failure, delirium, and shock"
"Tulip Cone"	"Treatment"	"Keep the victim still and calm, apply a pressure-immobilization bandage, soak the affected area in hot water if possible, be prepared for CPR, and do not cut the wound or use a tourniquet."
"Water Hemlock"	"Class"	"Plants"
"Water Hemlock"	"Category"	"Plants"
"Water Hemlock"	"Scientific_name"	"Cicuta maculata"
"Water Hemlock"	"Description"	"This 2-10 feet tall herbaceous perennial or biennial native of the Umbelliferae family is very difficult to separate from other species of the same family. It has a tuberous root with 2-8 oblong tubers which are 1.5-3 inches long and about 1/2 inch thick at the thickest point near the middle and stem end. The purple-streaked stems are stout and erect with much branching. The stems are solid when very young, but become hollow with nodes where the leaflets are attached. The stems are chambered with horizontal diaphragm of pith tissue which are more closely arranged at the base of the stem. The horizontal plates of piths are most easily visible by cutting the stem base lengthwise.
The alternate leaves are pinnately 2-3 times compound. The leaves of most species are lanceolate, 2-5 inches long, and sharply toothed. The base of the long petioles clasp the stem.
Flowers are white and tiny (no more than 1/8 inch across), have 5 petals, and appear in loose compound umbels at branch ends in mid summer. Umbels measure from 2 to 8 inches across and become somewhat spherical in fruit. Fruits are ovoid and ribbed on the outer surface.
New growth begins from tubers as well as from seeds. "
"Water Hemlock"	"Clinical_Signs"	"The clinical signs of water hemlock poisoning often follow a rather definite sequence. Frothing at the mouth may occur first, but this is quickly followed by uneasiness, frenzied movements, and other evidence of intense abdominal pain. Jerking of the muscles, twisting backward of the head and neck (opisthotonus), together with stiffening of the limbs, dilated pupils, and rolling eyeballs are followed by spasms of the diaphragm (in some species this may be associated with vomiting), convulsions, and death. The poison acts so quickly that the affected animal may die 15 minutes after the first abnormalities are noticed. "
"Water Hemlock"	"Toxic_Principle"	"The toxic principle of water hemlock has been called cicutoxin and is a resinoid. It is a thick, yellow liquid with a carrot-like or raw parsnip-like odor. It is concentrated especially in the roots and the base of the stem at or below ground surface. The roots are toxic all year. Young leaves are nearly as toxic as roots, but mature leaves have been consumed in summer and autumn without associated problems.
Ingestion of two ounces of water hemlock tubers can kill a sheep, and eight to ten ounces of mature plant can kill a cow."
"Water Hemlock"	"Conditions_of_Poisoning"	"Water hemlock is among the most poisonous plants in Illinois. Although the leaves and fruit, either green or dried in hay, can be eaten without danger, a relatively small amount of the tuber will kill a cow in a short time. There is little danger during summer and fall as stock are not likely to browse on the tall coarse plants. But in early spring, the livestock will eat the young leaves and stems sprouting from the ground, and in doing so may pull the shallow tubers out of the soft wet ground and eat them also. "
"Water Hemlock"	"Control"	"In the early spring livestock should not be allowed to graze in meadows infested with water hemlock, for the young shoots are then springing up and animals can easily pull the poisonous tubers from the wet, soft ground.
Pastures should be free of this plant. It is easiest to remove plants in the early spring. If the plant is not to be removed, it can be kept from spreading by mowing the tops before the seeds form. If extensive marshy areas become infested, it may be necessary to drain the land and cultivate it for several years before animals can again be safely pastured there. "
"Water Hemlock"	"Animals_Affected"	"Cattle, sheep"
"Water Hemlock"	"Distribution"	"The water hemlock occurs throughout the state of Illinois. It is occasionally encountered in wet pastures and meadows and frequently in and along ditches, in the low ground near streams, in low woods, and around ponds and lakes. "
"Water Hemlock"	"state"	"Illinois"
"Western Black Widow"	"Class"	"Bugs"
"Western Black Widow"	"Category"	"Spider"
"Western Black Widow"	"Scientific_name"	"Latrodectus hesperus"
"Western Black Widow"	"Size"	"The average size of mature, female Western Black Widow spiders is approximately .5 inch, with a leg span of 1.5 to 2 inches. Mature, male Western Black Widow spiders are much smaller - approximately 1/3 the size of the female."
"Western Black Widow"	"Description"	"Western Black Widow spiders are a glossy jet-black, with a bright-red hourglass marking on the underside of their abdomen. The hourglass of the Western Black Widow is typically complete, with the bottom half (farthest from the head) typically being slimmer and not as wide as the top half of the hourglass.
In addition to the typical hourglass marking on the underside of their abdomen, immature Black Widow spiders can vary greatly in the way they are marked on the top of their back. Typically they have red or white spots running down the middle of their back. Sometimes they will also have red and white markings patterned down the sides of the abdomen."
"Western Black Widow"	"Distribution"	"The Western Black Widow is found throughout the western United States, being most common in the southwest states. Outside of the United States, the Western Black Widow is found in Southwestern Canada and in Mexico."
"Western Black Widow"	"Notes"	"As with all widow spiders, only the female of the species is considered dangerous. The much smaller male is considered harmless. Western Black Widow spiders are nocturnal, which means they are active during the nighttime. They spend most of their time hanging \upside down\ in their web, which often makes the hourglass marking immediately visible.
Western Black Widow spiders are typically not aggressive, and bite as a defensive measure when they are attacked or feel threatened. They will often retreat into hiding, but are more protective of their web when there are egg sacs present.
The web of the Western Black Widow does not resemble the typical spider's web, such as the garden spider's web, that is often associated with spiders. It instead resembles a cobweb, constructed of very strong white silk. The web will often be constructed under rocks or logs, or in large cracks and crevices, where it will be dark and the web will be protected from the weather. Webs will sometimes be constructed on lawn furniture, wood piles, sheds, barns, and in garages as well."
"Western Black Widow"	"state"	"Arizona,California,Colorado,Hawaii,Idaho,Kansas,Montana,Nebraska,Nevada,New Mexico,North Dakota,Oklahoma,Oregon,South Dakota,Texas,Utah,Washington,Wyoming"
"Western Cottonmouth"	"Class"	"Animals"
"Western Cottonmouth"	"Category"	"Snake"
"Western Cottonmouth"	"Scientific_name"	"Agkistrodon piscivorus leucostoma"
"Western Cottonmouth"	"Size"	"The average size of a mature Western Cottonmouth is approximately 3 feet in length. Some may grow to 4 or 5 feet in length, and on occasion may exceed 5.5 feet."
